cnd,transient_counts,cdt,mdt,dtstd,key_press_list
-4,6,3.695500612258911,1.231833537419637,0.6940117181754939,"[0.7491977214813232, 2.2132699489593506, 0.7330329418182373]"
0,10,5.283549547195435,1.0567099094390868,0.8602486766626709,"[1.5255088806152344, 0.28533077239990234, 0.3815879821777344, 0.5577349662780762, 2.5333869457244873]"
0,12,8.033505916595459,1.33891765276591,0.7610103803269463,"[1.0532798767089844, 1.9173939228057861, 2.702136993408203, 0.4697120189666748, 0.6855459213256836, 1.205437183380127]"
-6,12,5.818012714385986,0.9696687857309977,0.41257321158125665,"[0.6532859802246094, 0.9744839668273926, 1.8218059539794922, 0.5574300289154053, 0.8136727809906006, 0.9973340034484863]"
-4,6,4.440357208251953,1.4801190694173176,0.9153091988437708,"[2.7414488792419434, 0.5975182056427002, 1.1013901233673096]"
-6,12,7.153459072113037,1.192243178685506,0.6290295798824984,"[1.3331799507141113, 0.76554274559021, 0.35776734352111816, 2.117462158203125, 0.7416949272155762, 1.8378119468688965]"
-4,12,6.8018012046813965,1.1336335341135662,0.5303630478950357,"[1.0936970710754395, 0.8536598682403564, 1.1259183883666992, 2.2537178993225098, 0.5976088047027588, 0.8771991729736328]"
-4,10,7.794906139373779,1.558981227874756,0.8512338539299346,"[2.957303762435913, 0.7653312683105469, 1.9172921180725098, 0.6053910255432129, 1.5495879650115967]"
-6,8,2.5098812580108643,0.6274703145027161,0.1333673936124095,"[0.4293241500854492, 0.8054661750793457, 0.6375610828399658, 0.6375298500061035]"
0,16,12.01459264755249,1.5018240809440613,1.095918498633024,"[1.8615469932556152, 0.5418400764465332, 0.6936640739440918, 2.773610830307007, 0.7416088581085205, 0.5819289684295654, 3.6775460243225098, 1.1428468227386475]"
0,18,10.369610786437988,1.1521789762708876,0.7855452502428099,"[0.6293630599975586, 1.1337809562683105, 0.7574851512908936, 1.4456889629364014, 0.41347789764404297, 1.7495849132537842, 3.0290470123291016, 0.6933498382568359, 0.5178329944610596]"
0,16,10.82887864112854,1.3536098301410675,0.7376338178900264,"[0.9090437889099121, 0.5976271629333496, 2.141746997833252, 1.0377459526062012, 2.7737207412719727, 0.6375720500946045, 1.7737748622894287, 0.9576470851898193]"
-6,10,6.459613084793091,1.2919226169586182,0.6791864835173169,"[1.2532627582550049, 2.501392126083374, 0.8454532623291016, 1.3659238815307617, 0.49358105659484863]"
-4,10,6.524367809295654,1.304873561859131,0.6844285072414403,"[1.149610996246338, 2.4302310943603516, 0.8454928398132324, 0.4536008834838867, 1.6454319953918457]"
-6,12,4.385804176330566,0.7309673627217611,0.1412016394622044,"[1.005425214767456, 0.5494041442871094, 0.6378681659698486, 0.7663486003875732, 0.6934151649475098, 0.7333428859710693]"
