cnd,transient_counts,cdt,mdt,dtstd,key_press_list
2.0,8,5.655644178390503,1.4139110445976257,0.6121762637034358,"[1.7976479530334473, 2.20683217048645, 0.9496769905090332, 0.7014870643615723]"
1.0,14,8.75328278541565,1.2504689693450928,1.3018517806426015,"[0.4215879440307617, 0.34937620162963867, 4.055293083190918, 2.1100082397460938, 0.12548613548278809, 1.133613109588623, 0.5579180717468262]"
4.0,12,7.617902755737305,1.2696504592895508,0.7419401943790593,"[0.5492379665374756, 1.5495989322662354, 1.7260799407958984, 2.549790859222412, 0.5255410671234131, 0.7176539897918701]"
4.0,14,9.232423067092896,1.3189175810132707,0.35791260018462095,"[0.9895751476287842, 1.9899208545684814, 1.0137851238250732, 1.109415054321289, 1.4063639640808105, 1.6696560382843018, 1.0537068843841553]"
0.5,10,7.676631927490234,1.5353263854980468,0.77784071397786,"[2.173408031463623, 2.6300299167633057, 0.42966294288635254, 1.2055730819702148, 1.2379579544067383]"
2.0,14,8.456665277481079,1.2080950396401542,0.5828442181199747,"[0.5818700790405273, 1.0692858695983887, 1.3178350925445557, 1.0064151287078857, 2.117955207824707, 1.9180500507354736, 0.445253849029541]"
1.0,14,9.288751363754272,1.3269644805363245,1.0103529870946528,"[0.4376108646392822, 1.053699254989624, 1.2697718143463135, 0.4057440757751465, 0.6619341373443604, 3.4541821479797363, 2.0058090686798096]"
0.5,18,6.634031772613525,0.7371146414015028,0.39834668451262223,"[0.7655627727508545, 0.49333691596984863, 0.837425947189331, 0.4296247959136963, 0.5811529159545898, 0.8618013858795166, 0.45374107360839844, 1.7657687664031982, 0.4456171989440918]"
4.0,12,6.522760629653931,1.0871267716089885,0.4912863945452856,"[0.9097878932952881, 0.9576678276062012, 1.4617137908935547, 0.7019069194793701, 1.9741532802581787, 0.5175309181213379]"
2.0,16,10.143905401229858,1.2679881751537323,0.5134223272482001,"[0.9343769550323486, 0.6215150356292725, 1.1017298698425293, 0.8936488628387451, 1.9814817905426025, 1.2876520156860352, 1.1175689697265625, 2.2059319019317627]"
0.5,10,7.411566972732544,1.4823133945465088,1.322772798924029,"[0.6694929599761963, 1.789236068725586, 0.9177448749542236, 0.13312697410583496, 3.901966094970703]"
1.0,22,11.323380470275879,1.0293982245705344,0.5716764994624524,"[1.2536709308624268, 1.2212629318237305, 1.5731847286224365, 2.3496451377868652, 0.5014781951904297, 0.5414958000183105, 0.341494083404541, 0.8932328224182129, 0.9577651023864746, 0.40490174293518066, 1.2852489948272705]"
