cnd,test_eye,transient_counts,cdt,mdt,dtstd,key_press_list
-9,-1,12,4.552708387374878,0.7587847312291464,0.4853374560852121,"[0.5414268970489502, 1.3169581890106201, 1.5498502254486084, 0.3736279010772705, 0.3572831153869629, 0.4135620594024658]"
6,1,12,9.584954023361206,1.5974923372268677,0.8773237684766803,"[0.18123626708984375, 1.101815938949585, 2.069532871246338, 2.9896249771118164, 1.3014426231384277, 1.9413013458251953]"
-3,-1,10,5.187742233276367,1.0375484466552733,0.2474157791479368,"[1.221073865890503, 0.7336621284484863, 1.1335780620574951, 0.7577152252197266, 1.3417129516601562]"
12,1,14,9.897669792175293,1.4139528274536133,0.7947527200791771,"[2.6373679637908936, 1.3576769828796387, 1.6134958267211914, 2.037930965423584, 1.6317329406738281, 0.36591315269470215, 0.2535519599914551]"
9,1,18,9.091942548751831,1.0102158387502034,0.3710425242529127,"[1.069256067276001, 0.9333109855651855, 1.183577060699463, 0.661780834197998, 1.5494568347930908, 1.6217079162597656, 0.45365381240844727, 0.7018189430236816, 0.9173800945281982]"
-3,-1,10,3.356005907058716,0.6712011814117431,0.46657640540886486,"[0.509408712387085, 0.4455699920654297, 0.6218619346618652, 1.5654399394989014, 0.21372532844543457]"
-9,-1,10,6.899442434310913,1.3798884868621826,0.5639367114292726,"[0.6455810070037842, 1.5576040744781494, 0.813300371170044, 1.757706880569458, 2.1252501010894775]"
0,1,8,3.335104465484619,0.8337761163711548,0.2161732205205019,"[0.8311429023742676, 0.7972269058227539, 0.5493829250335693, 1.1573517322540283]"
3,1,12,6.21883749961853,1.0364729166030884,0.388373388958735,"[1.269690752029419, 0.6944360733032227, 1.7498908042907715, 0.9494750499725342, 0.9815528392791748, 0.5737919807434082]"
-12,-1,10,7.941101312637329,1.5882202625274657,0.4992798524965761,"[1.1750068664550781, 2.229485273361206, 1.5496971607208252, 0.9255690574645996, 2.06134295463562]"
9,1,14,7.696285963058472,1.0994694232940674,0.3464940308899748,"[0.9652791023254395, 0.7819819450378418, 0.5814998149871826, 1.071061134338379, 1.3733398914337158, 1.7016398906707764, 1.2214841842651367]"
3,1,12,4.987292766571045,0.8312154610951742,0.2238401296200023,"[0.8627266883850098, 0.7736787796020508, 0.41371703147888184, 0.7896461486816406, 1.0374829769134521, 1.1100411415100098]"
6,1,14,10.279106378555298,1.4684437683650426,0.6806882982486127,"[2.213602066040039, 0.9017701148986816, 0.5975282192230225, 1.405649185180664, 2.6535420417785645, 1.4855480194091797, 1.0214667320251465]"
-12,-1,6,5.552917003631592,1.850972334543864,0.31506905259931034,"[1.4454991817474365, 1.8937201499938965, 2.213697671890259]"
6,1,14,8.039108753204346,1.1484441076006209,0.5228654644933627,"[0.48551201820373535, 0.686089038848877, 1.1095128059387207, 1.0616488456726074, 2.261078119277954, 1.1735379695892334, 1.2617299556732178]"
-3,-1,10,4.179369688034058,0.8358739376068115,0.2667967143947458,"[0.9812400341033936, 1.1333708763122559, 0.8775520324707031, 0.8457338809967041, 0.341472864151001]"
12,1,8,9.454491138458252,2.363622784614563,0.5734476480101484,"[2.7971560955047607, 2.1657700538635254, 2.9739649295806885, 1.5176000595092773]"
0,-1,12,4.025731563568115,0.6709552605946859,0.14876916443811183,"[0.477611780166626, 0.9176621437072754, 0.6532809734344482, 0.7738428115844727, 0.5178587436676025, 0.6854751110076904]"
0,1,14,5.4706621170043945,0.7815231595720563,0.21909844103749795,"[0.8695619106292725, 0.9252841472625732, 0.90146803855896, 1.1015539169311523, 0.5093820095062256, 0.7175180912017822, 0.4458940029144287]"
9,1,12,8.017325162887573,1.3362208604812622,0.47330558534082806,"[0.7653701305389404, 1.1017138957977295, 1.6533989906311035, 0.9015870094299316, 2.149724245071411, 1.445530891418457]"
0,-1,8,4.125636100769043,1.0314090251922607,0.46681300821831206,"[0.5493869781494141, 0.6057469844818115, 1.333298921585083, 1.6372032165527344]"
0,1,10,4.123687982559204,0.8247375965118409,0.3704923518457958,"[1.0134179592132568, 0.885509729385376, 0.30942320823669434, 0.5416522026062012, 1.3736848831176758]"
0,-1,4,1.418360710144043,0.7091803550720215,0.08805251121520996,"[0.7972328662872314, 0.6211278438568115]"
-12,-1,10,4.9072840213775635,0.9814568042755127,0.45018213682214686,"[0.26929306983947754, 0.9412438869476318, 0.7893660068511963, 1.3497259616851807, 1.5576550960540771]"
-9,-1,12,7.7207372188568115,1.2867895364761353,0.5138111849561641,"[1.5654230117797852, 1.1416020393371582, 1.3652620315551758, 0.9495818614959717, 2.17332124710083, 0.5255470275878906]"
12,1,12,11.728948593139648,1.9548247655232747,0.6536495970050437,"[1.0853357315063477, 2.7654621601104736, 2.237441062927246, 2.445481777191162, 2.1336116790771484, 1.0616161823272705]"
3,1,16,3.211940050125122,0.40149250626564026,0.20884653976217563,"[0.6293251514434814, 0.2056889533996582, 0.5094718933105469, 0.19764113426208496, 0.12585806846618652, 0.6129999160766602, 0.6611499786376953, 0.2698049545288086]"
-6,-1,8,4.2701592445373535,1.0675398111343384,0.5655614819710773,"[1.5013759136199951, 0.22963500022888184, 0.8774611949920654, 1.6616871356964111]"
-6,-1,14,5.222965717315674,0.7461379596165248,0.21960581488705785,"[0.6136643886566162, 1.0293900966644287, 0.749669075012207, 0.9897160530090332, 0.34976816177368164, 0.8534369468688965, 0.6373209953308105]"
-6,-1,14,6.21550726890564,0.8879296098436628,0.22653059015283647,"[0.5974221229553223, 0.821491003036499, 1.1100292205810547, 1.3178150653839111, 0.7975368499755859, 0.7257590293884277, 0.8454539775848389]"
