cnd,test_eye,transient_counts,cdt,mdt,dtstd,key_press_list
-6,-1,10,4.513976097106934,0.7523293495178223,0.5499491367168785,"[0.8530681133270264, 1.405519723892212, 1.429272174835205, 0.6614501476287842, 0.16466593742370605]"
-12,-1,18,10.49091100692749,1.049091100692749,0.5338452630259874,"[0.9894979000091553, 0.5977990627288818, 2.2295591831207275, 0.837573766708374, 1.2058031558990479, 1.1894290447235107, 1.2698540687561035, 1.0217230319976807, 1.1496717929840088]"
-9,-1,16,6.678020715713501,0.7420023017459445,0.31182607942597057,"[0.5334839820861816, 0.973214864730835, 0.9729650020599365, 1.1097509860992432, 0.9017660617828369, 0.6374800205230713, 0.7597618103027344, 0.7895979881286621]"
-9,-1,16,8.942509889602661,0.9936122099558512,0.4470225918963696,"[0.3656129837036133, 1.2546470165252686, 1.0937128067016602, 1.309678077697754, 1.2538700103759766, 1.293653964996338, 1.245783805847168, 1.1255512237548828]"
3,1,6,1.807621955871582,0.4519054889678955,0.38747353176612204,"[0.7651839256286621, 0.901069164276123, 0.14136886596679688]"
9,1,14,7.336627006530762,0.9170783758163452,0.5585358312075016,"[1.1902098655700684, 1.133615255355835, 0.525864839553833, 0.421738862991333, 1.7258250713348389, 1.5898497104644775, 0.749523401260376]"
3,1,6,2.0397210121154785,0.5099302530288696,0.2960387789244781,"[0.7248959541320801, 0.6372299194335938, 0.6775951385498047]"
12,1,14,11.175693035125732,1.3969616293907166,0.668730635539246,"[2.309358835220337, 1.3738527297973633, 1.5497570037841797, 1.8937270641326904, 1.8618643283843994, 0.845829963684082, 1.3413031101226807]"
-12,-1,20,11.697539806365967,1.0634127096696333,0.44422824208751727,"[0.6055281162261963, 1.0936219692230225, 1.1816730499267578, 1.093770980834961, 1.6456048488616943, 1.5817699432373047, 1.3180878162384033, 1.365813970565796, 0.9257321357727051, 0.885936975479126]"
-3,-1,4,1.058821678161621,0.35294055938720703,0.25876761816732696,"[0.613170862197876, 0.4456508159637451]"
-3,-1,4,1.3226957321166992,0.4408985773722331,0.42390865647326237,"[1.0131349563598633, 0.30956077575683594]"
12,1,16,8.901440382003784,0.9890489313337538,0.6395346714438586,"[0.8933799266815186, 0.10971903800964355, 1.47786283493042, 1.4535431861877441, 1.9176950454711914, 0.4216632843017578, 1.125993013381958, 1.5015840530395508]"
-9,-1,20,10.120118141174316,0.920010740106756,0.507090532682931,"[0.44579005241394043, 0.4056689739227295, 1.0213372707366943, 0.9892609119415283, 1.2934927940368652, 1.717700719833374, 1.1415410041809082, 1.3096163272857666, 1.3978478908538818, 0.39786219596862793]"
12,1,14,8.703858613967896,1.087982326745987,0.6324399432324925,"[0.5492780208587646, 1.00565505027771, 0.6136741638183594, 1.3738009929656982, 1.573702335357666, 2.093878984451294, 1.4938690662384033]"
9,1,14,7.095605373382568,0.886950671672821,0.5427098321842709,"[1.5091090202331543, 1.5978901386260986, 0.5577301979064941, 0.8697957992553711, 1.4618229866027832, 0.47771430015563965, 0.6215429306030273]"
6,1,10,6.339482069015503,1.0565803448359172,0.6375410489650288,"[1.0453691482543945, 1.0618000030517578, 1.4930849075317383, 2.053617000579834, 0.6856110095977783]"
6,1,12,4.817126512527466,0.6881609303610665,0.41545257885950043,"[1.1575188636779785, 1.325571060180664, 0.557133674621582, 0.4933969974517822, 0.48579883575439453, 0.7977070808410645]"
-3,-1,0,0.0,0.0,0.0,[]
6,1,10,5.044951438903809,0.8408252398173014,0.4428489050650832,"[1.0066478252410889, 1.2293319702148438, 1.1255688667297363, 0.5175187587738037, 1.165884017944336]"
-6,-1,10,4.860025644302368,0.8100042740503947,0.43762516263851914,"[0.7575647830963135, 0.9974100589752197, 0.6294500827789307, 1.069725751876831, 1.4058749675750732]"
3,1,0,0.0,0.0,0.0,[]
-12,-1,18,10.50870680809021,1.050870680809021,0.670533740288307,"[0.3175852298736572, 2.4056379795074463, 1.7012150287628174, 1.0455448627471924, 0.7280359268188477, 1.1738300323486328, 0.5497417449951172, 1.525378942489624, 1.061737060546875]"
9,1,12,6.128949880599976,0.8755642686571393,0.5981699059899341,"[0.7492780685424805, 0.8294599056243896, 0.981205940246582, 0.333712100982666, 1.2215240001678467, 2.0137698650360107]"
-6,-1,10,4.547960042953491,0.7579933404922485,0.4121125070192213,"[1.0454559326171875, 1.085737943649292, 1.1977171897888184, 0.5174047946929932, 0.7016441822052002]"
